Product_ID,Product_Name,Category,Price,Units_Sold,Revenue,Rating,Return_Rate,Seller_Name,Order_ID,Order_Date
Product_84,Ultra Product_84,Automotive,253.44,694,175887.36,1.02,0.07,Seller_B,84,07-08-2023
Product_85,Pro Product_85,Automotive,361.92,155,56097.6,3.09,0.2,Seller_B,85,06-09-2023
Product_86,Super Product_86,Automotive,396.09,57,22577.13,4.22,0.26,Seller_B,86,19-10-2023
Product_87,Super Product_87,Clothing,218.18,900,196362,4.17,0.01,Seller_D,87,30-06-2023
Product_88,Pro Product_88,Toys,376.42,531,199879.02,2.69,0.3,Seller_C,88,27-06-2023
Product_89,Max Product_89,Electronics,363.49,907,329685.43,3.03,0.06,Seller_E,89,29-10-2023
Product_90,Eco Product_90,Clothing,444.13,177,78611.01,1,0.1,Seller_B,90,03-03-2023
Product_91,Super Product_91,Automotive,243.29,448,108993.92,3.2,0.09,Seller_C,91,27-07-2023
Product_92,Max Product_92,Electronics,179.15,416,74526.4,3.51,0.3,Seller_B,92,22-02-2023
Product_93,Max Product_93,Beauty,239.12,213,50932.56,4.07,0.1,Seller_E,93,23-12-2023
Product_94,Pro Product_94,Clothing,123.11,972,119662.92,5,0.19,Seller_B,94,22-08-2023
Product_95,Eco Product_95,Clothing,173.09,655,113373.95,1.46,0.14,Seller_D,95,23-01-2023
Product_96,Eco Product_96,Books,477.31,838,399985.78,4.1,0.27,Seller_A,96,29-06-2023
Product_97,Max Product_97,Automotive,139.37,27,3762.99,2.36,0.05,Seller_D,97,02-03-2023
Product_98,Pro Product_98,Books,307.18,865,265710.7,3.21,0.2,Seller_C,98,19-10-2023
Product_99,Eco Product_99,Sports,332.37,625,207731.25,3.91,0.04,Seller_D,99,12-03-2023
Product_100,Ultra Product_100,Toys,158.21,475,75149.75,4.93,0.11,Seller_A,100,22-10-2023
Product_101,Pro Product_101,Electronics,46.13,881,40640.53,2.69,0.15,Seller_D,101,16-02-2023
Product_102,Max Product_102,Home & Kitchen,296.03,32,9472.96,4.21,0.26,Seller_D,102,18-03-2023
Product_103,Ultra Product_103,Sports,154.77,619,95802.63,1.82,0.22,Seller_B,103,03-08-2023
Product_104,Max Product_104,Home & Kitchen,48.18,896,43169.28,1.6,0.1,Seller_E,104,08-09-2023
Product_105,Ultra Product_105,Sports,29.53,586,17304.58,1.41,0.26,Seller_B,105,15-08-2023
Product_106,Super Product_106,Sports,476.64,349,166347.36,1.51,0.13,Seller_E,106,02-11-2023
Product_107,Max Product_107,Toys,349.65,615,215034.75,1.85,0.19,Seller_C,107,31-08-2023
Product_108,Max Product_108,Sports,161.08,214,34471.12,4.94,0.11,Seller_D,108,27-02-2023
Product_109,Super Product_109,Toys,12.88,442,5692.96,3.73,0.2,Seller_B,109,16-07-2023
Product_110,Super Product_110,Books,489.73,575,281594.75,1.07,0.13,Seller_A,110,06-09-2023
Product_111,Eco Product_111,Automotive,479.37,796,381578.52,3.49,0.24,Seller_B,111,21-08-2023
Product_112,Max Product_112,Clothing,293.28,467,136961.76,1.87,0.15,Seller_A,112,20-01-2023
Product_113,Super Product_113,Beauty,221.73,721,159867.33,4.75,0.22,Seller_A,113,12-10-2023
Product_114,Max Product_114,Sports,187.1,103,19271.3,3.38,0.07,Seller_E,114,02-04-2023
Product_115,Pro Product_115,Home & Kitchen,222.36,13,2890.68,1.83,0.08,Seller_E,115,15-12-2023
Product_116,Pro Product_116,Clothing,71.54,48,3433.92,2.97,0.1,Seller_B,116,06-10-2023
Product_117,Max Product_117,Sports,52.95,338,17897.1,3.52,0.18,Seller_C,117,24-11-2023
Product_118,Pro Product_118,Sports,130.02,696,90493.92,4.12,0.3,Seller_E,118,01-02-2023
Product_119,Ultra Product_119,Electronics,120.59,828,99848.52,1.15,0.02,Seller_E,119,18-08-2023
Product_120,Eco Product_120,Sports,47.2,778,36721.6,3.93,0.18,Seller_B,120,27-06-2023
Product_121,Pro Product_121,Electronics,445.78,168,74891.04,3.75,0.19,Seller_C,121,19-07-2023
Product_122,Eco Product_122,Toys,367.46,725,266408.5,1.25,0.05,Seller_C,122,01-08-2023
Product_123,Pro Product_123,Automotive,291.48,919,267870.12,3.74,0.23,Seller_D,123,24-04-2023
Product_124,Eco Product_124,Electronics,382.85,541,207121.85,4.58,0.14,Seller_B,124,08-08-2023
Product_125,Max Product_125,Beauty,114.63,719,82418.97,1.14,0.18,Seller_D,125,20-06-2023
Product_126,Super Product_126,Sports,371.88,268,99663.84,2.49,0.04,Seller_B,126,06-10-2023
Product_127,Max Product_127,Beauty,103.97,253,26304.41,3.22,0.27,Seller_A,127,13-08-2023
Product_128,Eco Product_128,Home & Kitchen,262.15,486,127404.9,2.7,0.03,Seller_A,128,16-07-2023
Product_129,Eco Product_129,Electronics,490.49,841,412502.09,2.74,0.05,Seller_B,129,23-07-2023
Product_130,Pro Product_130,Clothing,226.19,710,160594.9,4.54,0.28,Seller_B,130,10-04-2023
Product_131,Eco Product_131,Toys,276.17,705,194699.85,2.9,0.02,Seller_C,131,22-04-2023
Product_132,Ultra Product_132,Books,354.33,6,2125.98,1.12,0.12,Seller_C,132,22-02-2023
Product_133,Pro Product_133,Beauty,23.27,480,11169.6,2.58,0.17,Seller_D,133,30-01-2023
Product_134,Eco Product_134,Books,353.88,442,156414.96,1.02,0.27,Seller_A,134,21-10-2023
Product_135,Ultra Product_135,Sports,305.61,542,165640.62,2.57,0.3,Seller_C,135,29-09-2023
Product_136,Super Product_136,Beauty,208.25,437,91005.25,1.92,0.13,Seller_A,136,16-03-2023
Product_137,Eco Product_137,Clothing,335.08,777,260357.16,4.23,0.2,Seller_A,137,11-11-2023
Product_138,Ultra Product_138,Home & Kitchen,313.5,575,180262.5,1.81,0.07,Seller_B,138,11-05-2023
Product_139,Pro Product_139,Sports,281.52,714,201005.28,2.9,0.22,Seller_C,139,10-06-2023
Product_140,Super Product_140,Clothing,293.51,903,265039.53,2.78,0.21,Seller_E,140,24-03-2023
Product_141,Eco Product_141,Sports,313.67,503,157776.01,3.27,0.24,Seller_C,141,14-06-2023
Product_142,Eco Product_142,Clothing,48.37,128,6191.36,2.19,0.15,Seller_E,142,19-12-2023
Product_143,Pro Product_143,Books,341.4,380,129732,1.42,0.26,Seller_E,143,03-09-2023
Product_144,Ultra Product_144,Clothing,12,303,3636,1.05,0.24,Seller_C,144,22-02-2023
Product_145,Max Product_145,Books,224.98,981,220705.38,2.77,0.11,Seller_E,145,27-10-2023
Product_146,Pro Product_146,Electronics,12.39,19,235.41,2.76,0.09,Seller_D,146,24-01-2023
Product_147,Pro Product_147,Beauty,111.96,221,24743.16,4.88,0.27,Seller_C,147,30-07-2023
Product_148,Max Product_148,Toys,54.86,292,16019.12,2.89,0,Seller_D,148,03-04-2023
Product_149,Eco Product_149,Home & Kitchen,63.7,643,40959.1,3.61,0.07,Seller_A,149,06-09-2023
Product_150,Eco Product_150,Beauty,322.47,964,310861.08,1.78,0.28,Seller_A,150,12-02-2023
Product_151,Super Product_151,Automotive,140.08,254,35580.32,2.01,0,Seller_A,151,01-10-2023
Product_152,Eco Product_152,Beauty,152.16,947,144095.52,4,0.14,Seller_C,152,06-12-2023
Product_153,Super Product_153,Home & Kitchen,101.96,420,42823.2,4.75,0.14,Seller_B,153,24-02-2023
Product_154,Pro Product_154,Toys,290.45,603,175141.35,1.17,0.22,Seller_A,154,24-12-2023
Product_155,Max Product_155,Beauty,480.52,74,35558.48,2.71,0.1,Seller_A,155,21-04-2023
Product_156,Max Product_156,Beauty,101.95,640,65248,2.13,0.17,Seller_D,156,29-05-2023
Product_157,Eco Product_157,Home & Kitchen,5.17,543,2807.31,4.01,0.22,Seller_E,157,08-05-2023
Product_158,Eco Product_158,Home & Kitchen,406.55,956,388661.8,4.77,0.14,Seller_D,158,17-09-2023
Product_159,Super Product_159,Toys,47.11,534,25156.74,4.35,0.24,Seller_A,159,28-05-2023
Product_160,Eco Product_160,Sports,442.43,85,37606.55,3.61,0.15,Seller_C,160,29-04-2023
Product_161,Ultra Product_161,Toys,23.37,884,20659.08,2.92,0.17,Seller_C,161,27-08-2023
Product_162,Ultra Product_162,Books,256.59,694,178073.46,1.34,0.08,Seller_A,162,18-10-2023
Product_163,Pro Product_163,Electronics,151.73,494,74954.62,3.54,0.16,Seller_D,163,24-10-2023
Product_164,Max Product_164,Automotive,279.94,127,35552.38,3.31,0.2,Seller_B,164,22-12-2023
Product_165,Ultra Product_165,Beauty,41.34,326,13476.84,3.72,0.21,Seller_C,165,25-10-2023
Product_166,Ultra Product_166,Toys,391.88,425,166549,3.12,0.06,Seller_C,166,01-03-2023
Product_167,Max Product_167,Automotive,347.92,650,226148,3.94,0.05,Seller_A,167,26-11-2023
Product_168,Super Product_168,Clothing,416.49,867,361096.83,1.89,0.21,Seller_A,168,12-10-2023
Product_169,Super Product_169,Books,71.06,405,28779.3,2.49,0.28,Seller_A,169,24-08-2023
Product_170,Ultra Product_170,Toys,424.45,564,239389.8,3.69,0.22,Seller_B,170,01-08-2023
Product_171,Super Product_171,Electronics,374.01,80,29920.8,1.37,0.08,Seller_E,171,08-11-2023
Product_172,Eco Product_172,Automotive,311.52,399,124296.48,1.07,0.11,Seller_A,172,19-04-2023
Product_173,Eco Product_173,Automotive,219.35,899,197195.65,4.52,0.23,Seller_B,173,02-09-2023
Product_174,Eco Product_174,Home & Kitchen,240.77,842,202728.34,3.56,0.02,Seller_D,174,19-07-2023
Product_175,Super Product_175,Home & Kitchen,439.37,879,386206.23,2.61,0,Seller_A,175,13-12-2023
Product_176,Max Product_176,Automotive,295.29,738,217924.02,1.69,0.13,Seller_B,176,05-05-2023
Product_177,Eco Product_177,Electronics,393.24,780,306727.2,3.62,0.05,Seller_C,177,01-09-2023
Product_178,Pro Product_178,Automotive,143.22,446,63876.12,4.29,0.28,Seller_D,178,02-05-2023
Product_179,Ultra Product_179,Clothing,448.76,225,100971,3.84,0.18,Seller_B,179,21-01-2023
Product_180,Super Product_180,Beauty,389.57,589,229456.73,3.42,0.23,Seller_B,180,29-11-2023
Product_181,Eco Product_181,Automotive,186.23,516,96094.68,2.94,0.02,Seller_B,181,23-01-2023
Product_182,Ultra Product_182,Books,183.27,975,178688.25,3.89,0.16,Seller_E,182,01-03-2023
Product_183,Pro Product_183,Sports,46.17,869,40121.73,2.14,0.28,Seller_C,183,31-03-2023
Product_184,Max Product_184,Toys,84.81,365,30955.65,3.59,0.11,Seller_B,184,19-08-2023
Product_185,Super Product_185,Clothing,266.41,720,191815.2,4.11,0.29,Seller_E,185,10-12-2023
Product_186,Super Product_186,Electronics,417.56,582,243019.92,1.29,0.1,Seller_A,186,11-11-2023
Product_187,Eco Product_187,Books,458.02,547,250536.94,1.44,0.09,Seller_D,187,24-08-2023
Product_188,Ultra Product_188,Automotive,40.19,940,37778.6,3.03,0.17,Seller_E,188,24-08-2023
Product_189,Super Product_189,Sports,378.93,316,119741.88,3.3,0.21,Seller_E,189,21-12-2023
Product_190,Pro Product_190,Books,195.18,484,94467.12,3.01,0.12,Seller_B,190,18-01-2023
Product_191,Eco Product_191,Home & Kitchen,189.22,404,76444.88,2.54,0.15,Seller_B,191,16-01-2023
Product_192,Ultra Product_192,Electronics,13.2,237,3128.4,1.02,0.22,Seller_D,192,05-05-2023
Product_193,Ultra Product_193,Electronics,5.24,640,3353.6,1.12,0.07,Seller_C,193,24-09-2023
Product_194,Eco Product_194,Clothing,93.3,344,32095.2,4.95,0.04,Seller_D,194,09-09-2023
Product_195,Eco Product_195,Home & Kitchen,396.91,613,243305.83,1.57,0.01,Seller_A,195,18-02-2023
Product_196,Ultra Product_196,Beauty,404.66,31,12544.46,2.43,0.28,Seller_B,196,23-03-2023
Product_197,Max Product_197,Sports,80.51,245,19724.95,3.71,0.08,Seller_C,197,02-06-2023
Product_198,Max Product_198,Beauty,189.53,817,154846.01,4.51,0.18,Seller_B,198,23-03-2023
Product_199,Ultra Product_199,Beauty,485.2,883,428431.6,2.88,0.21,Seller_E,199,02-11-2023
Product_200,Pro Product_200,Clothing,235.69,356,83905.64,4.67,0.17,Seller_E,200,03-08-2023
Product_201,Super Product_201,Clothing,149,757,112793,1.44,0.12,Seller_A,201,13-08-2023
Product_202,Eco Product_202,Electronics,436.1,175,76317.5,1.42,0.25,Seller_E,202,22-06-2023
Product_203,Eco Product_203,Automotive,420.54,54,22709.16,4.4,0.28,Seller_A,203,11-06-2023
Product_204,Max Product_204,Automotive,67.63,510,34491.3,4.82,0.04,Seller_A,204,19-02-2023
Product_205,Ultra Product_205,Sports,480.17,279,133967.43,4.54,0.23,Seller_A,205,31-08-2023
Product_206,Ultra Product_206,Sports,303.97,515,156544.55,3.45,0.25,Seller_D,206,24-09-2023
Product_207,Max Product_207,Beauty,368.65,946,348742.9,1.68,0.24,Seller_E,207,13-08-2023
Product_208,Pro Product_208,Home & Kitchen,225.13,199,44800.87,4.92,0.22,Seller_B,208,21-01-2023
Product_209,Eco Product_209,Electronics,34.11,876,29880.36,1.62,0.11,Seller_B,209,08-03-2023
Product_210,Super Product_210,Sports,347.03,62,21515.86,1.54,0.28,Seller_D,210,21-07-2023
Product_211,Super Product_211,Electronics,327.28,531,173785.68,3.97,0.13,Seller_A,211,02-03-2023
Product_212,Max Product_212,Books,84.32,208,17538.56,1.21,0.04,Seller_B,212,27-11-2023
Product_213,Super Product_213,Clothing,256.16,225,57636,2.82,0.17,Seller_D,213,25-02-2023
Product_214,Super Product_214,Sports,359.3,339,121802.7,2.09,0.27,Seller_D,214,23-02-2023
Product_215,Max Product_215,Clothing,483.64,888,429472.32,3.6,0.1,Seller_D,215,18-11-2023
Product_216,Super Product_216,Electronics,226.53,839,190058.67,3.31,0.06,Seller_D,216,16-08-2023
Product_217,Ultra Product_217,Electronics,181.52,76,13795.52,3.38,0.28,Seller_C,217,05-05-2023
Product_218,Max Product_218,Electronics,401.44,172,69047.68,4.39,0.12,Seller_B,218,19-07-2023
Product_219,Max Product_219,Sports,162.83,737,120005.71,2.97,0.26,Seller_D,219,24-06-2023
Product_220,Max Product_220,Toys,19.42,214,4155.88,2.41,0.24,Seller_A,220,26-10-2023
Product_221,Ultra Product_221,Sports,273.57,14,3829.98,2.58,0,Seller_D,221,04-11-2023
Product_222,Ultra Product_222,Automotive,333.35,372,124006.2,3.1,0.23,Seller_C,222,16-08-2023
Product_223,Super Product_223,Home & Kitchen,285.21,110,31373.1,2.18,0.05,Seller_C,223,15-05-2023
Product_224,Ultra Product_224,Books,185.14,437,80906.18,2.49,0.13,Seller_A,224,29-01-2023
Product_225,Max Product_225,Automotive,186.18,285,53061.3,1.74,0.29,Seller_C,225,16-10-2023
Product_226,Max Product_226,Beauty,162.44,677,109971.88,3.36,0.22,Seller_C,226,04-04-2023
Product_227,Eco Product_227,Sports,296.86,93,27607.98,3.19,0.02,Seller_A,227,08-10-2023
Product_228,Eco Product_228,Sports,110.92,670,74316.4,4.87,0.2,Seller_E,228,26-09-2023
Product_229,Ultra Product_229,Books,341.19,780,266128.2,1.03,0.08,Seller_D,229,08-07-2023
Product_230,Super Product_230,Books,348.58,407,141872.06,2.34,0.11,Seller_D,230,04-02-2023
Product_231,Pro Product_231,Beauty,356.26,691,246175.66,4.89,0.19,Seller_C,231,07-01-2023
Product_232,Eco Product_232,Toys,320.63,594,190454.22,1.13,0.25,Seller_C,232,13-10-2023
Product_233,Eco Product_233,Beauty,459.89,774,355954.86,4.31,0.27,Seller_E,233,28-06-2023
Product_234,Max Product_234,Clothing,349.85,985,344602.25,1.86,0.14,Seller_A,234,02-08-2023
Product_235,Ultra Product_235,Sports,13.57,235,3188.95,1.85,0.09,Seller_C,235,23-09-2023
Product_236,Super Product_236,Books,327.12,276,90285.12,4.19,0.29,Seller_D,236,14-05-2023
Product_237,Ultra Product_237,Beauty,55.34,939,51964.26,4.25,0.04,Seller_E,237,06-12-2023
Product_238,Super Product_238,Electronics,197.83,433,85660.39,4.08,0.19,Seller_D,238,13-11-2023
Product_239,Ultra Product_239,Toys,24.61,535,13166.35,2.05,0.2,Seller_D,239,05-07-2023
Product_240,Pro Product_240,Electronics,176.09,902,158833.18,4.82,0.23,Seller_C,240,07-02-2023
Product_241,Max Product_241,Toys,166.57,563,93778.91,4.76,0.23,Seller_E,241,23-05-2023
Product_242,Max Product_242,Beauty,291.31,93,27091.83,4.5,0.1,Seller_C,242,04-02-2023
Product_243,Super Product_243,Automotive,328.19,593,194616.67,3.4,0.21,Seller_D,243,18-10-2023
Product_244,Max Product_244,Clothing,197.1,430,84753,2.58,0.26,Seller_C,244,21-06-2023
Product_245,Max Product_245,Automotive,78.14,563,43992.82,4.12,0.24,Seller_A,245,01-11-2023
Product_246,Pro Product_246,Electronics,15.5,580,8990,1.09,0.02,Seller_E,246,19-06-2023
Product_247,Max Product_247,Automotive,398.43,98,39046.14,4.74,0.12,Seller_A,247,06-05-2023
Product_248,Eco Product_248,Electronics,133.02,234,31126.68,1.05,0.18,Seller_D,248,06-11-2023
Product_249,Eco Product_249,Toys,387.07,767,296882.69,1.01,0.05,Seller_D,249,27-01-2023
Product_250,Max Product_250,Automotive,91.64,661,60574.04,3.31,0.02,Seller_B,250,08-11-2023
Product_251,Super Product_251,Sports,320.91,622,199606.02,3.93,0.21,Seller_C,251,10-06-2023
Product_252,Super Product_252,Electronics,381.95,681,260107.95,3.7,0.03,Seller_B,252,20-01-2023
Product_253,Pro Product_253,Sports,105.46,407,42922.22,2.23,0.07,Seller_E,253,09-01-2023
Product_254,Pro Product_254,Electronics,308.16,396,122031.36,2.18,0.22,Seller_E,254,08-02-2023
Product_255,Max Product_255,Clothing,271.34,679,184239.86,1.53,0.16,Seller_D,255,04-10-2023
Product_256,Ultra Product_256,Automotive,373.23,188,70167.24,2.69,0.09,Seller_E,256,07-02-2023
Product_257,Ultra Product_257,Sports,160.8,135,21708,1.04,0.16,Seller_D,257,28-01-2023
Product_258,Max Product_258,Beauty,463.48,859,398129.32,2.18,0.13,Seller_B,258,01-05-2023
Product_259,Max Product_259,Books,259.73,156,40517.88,4.71,0.11,Seller_B,259,14-02-2023
Product_260,Eco Product_260,Clothing,201.05,654,131486.7,2.8,0.12,Seller_C,260,12-01-2023
Product_261,Max Product_261,Toys,288.3,65,18739.5,4.58,0.22,Seller_E,261,05-06-2023
Product_262,Eco Product_262,Automotive,417.41,9,3756.69,2.05,0.04,Seller_C,262,01-06-2023
Product_263,Pro Product_263,Electronics,480.94,407,195742.58,4.82,0.07,Seller_B,263,26-05-2023
Product_264,Eco Product_264,Toys,172.17,145,24964.65,3.25,0.02,Seller_A,264,09-02-2023
Product_265,Eco Product_265,Beauty,355.09,736,261346.24,4.02,0.01,Seller_E,265,25-06-2023
Product_266,Super Product_266,Beauty,30.64,211,6465.04,1.39,0.15,Seller_C,266,26-11-2023
Product_267,Super Product_267,Clothing,204.96,347,71121.12,1.41,0.27,Seller_A,267,06-09-2023
Product_268,Ultra Product_268,Clothing,398.37,325,129470.25,1.75,0.22,Seller_E,268,12-05-2023
Product_269,Ultra Product_269,Automotive,62.43,445,27781.35,2.07,0.18,Seller_C,269,25-09-2023
Product_270,Pro Product_270,Books,158.63,513,81377.19,3.2,0.13,Seller_B,270,07-09-2023
